corpus,tokenizer,form,pieces,occurrences,lexicon
interviews (train),BERTIN (RoBERTa-es),acompleje,Ġacom | ple | je,1,False
interviews (train),BERTIN (RoBERTa-es),acontecen,Ġaconte | cen,1,False
interviews (train),BERTIN (RoBERTa-es),acoplarme,Ġacopl | arme,1,False
interviews (train),BERTIN (RoBERTa-es),acordarme,Ġacord | arme,1,False
interviews (train),BERTIN (RoBERTa-es),acostaba,Ġacos | taba,1,False
interviews (train),BERTIN (RoBERTa-es),acostar,Ġacos | tar,1,False
interviews (train),BERTIN (RoBERTa-es),acostarme,Ġacos | tarme,1,False
interviews (train),BERTIN (RoBERTa-es),acostumbré,Ġacostumbr | Ã©,1,False
interviews (train),BERTIN (RoBERTa-es),actuara,Ġactu | ara,1,False
interviews (train),BERTIN (RoBERTa-es),acuesta,Ġacu | esta,1,False
interviews (train),BERTIN (RoBERTa-es),acumularon,Ġacumul | aron,1,False
interviews (train),BERTIN (RoBERTa-es),acumulándose,Ġacumul | Ã¡ndose,1,False
interviews (train),BERTIN (RoBERTa-es),acumuló,Ġacumul | Ã³,1,False
interviews (train),BERTIN (RoBERTa-es),acusaron,Ġacus | aron,1,False
interviews (train),BERTIN (RoBERTa-es),adelantándote,Ġadelan | tÃ¡ndote,1,False
interviews (train),BERTIN (RoBERTa-es),adicionalmente,Ġadicional | mente,1,False
interviews (train),BERTIN (RoBERTa-es),adjudicando,Ġadjud | icando,1,False
interviews (train),BERTIN (RoBERTa-es),afectarme,Ġafectar | me,1,False
interviews (train),BERTIN (RoBERTa-es),afectándome,Ġafec | tÃ¡n | dome,1,False
interviews (train),BERTIN (RoBERTa-es),afinar,Ġaf | inar,1,False
interviews (train),BERTIN (RoBERTa-es),afrontamiento,Ġafron | tamiento,1,False
interviews (train),BERTIN (RoBERTa-es),afronté,Ġafron | tÃ©,1,False
interviews (train),BERTIN (RoBERTa-es),agallas,Ġag | allas,1,False
interviews (train),BERTIN (RoBERTa-es),agarro,Ġagar | ro,1,False
interviews (train),BERTIN (RoBERTa-es),agitado,Ġag | itado,1,False
interviews (train),BERTIN (RoBERTa-es),aglomerado,Ġagl | omer | ado,1,False
interviews (train),BERTIN (RoBERTa-es),agobiado,Ġagob | iado,1,True
interviews (train),BERTIN (RoBERTa-es),agobiante,Ġagob | iante,1,False
interviews (train),BERTIN (RoBERTa-es),agobiantes,Ġagob | iantes,1,False
interviews (train),BERTIN (RoBERTa-es),agobio,Ġagob | io,1,True
interviews (train),BERTIN (RoBERTa-es),agotador,Ġago | tador,1,False
interviews (train),BERTIN (RoBERTa-es),agotadoras,Ġago | tadoras,1,False
interviews (train),BERTIN (RoBERTa-es),agotados,Ġago | tados,1,True
interviews (train),BERTIN (RoBERTa-es),agotadísimo,Ġago | tad | ÃŃsimo,1,False
interviews (train),BERTIN (RoBERTa-es),agotármela,Ġago | tÃ¡r | mela,1,False
interviews (train),BERTIN (RoBERTa-es),agrave,Ġagra | ve,1,False
interviews (train),BERTIN (RoBERTa-es),aguanto,Ġagu | anto,1,False
interviews (train),BERTIN (RoBERTa-es),aguantándomelas,Ġaguan | tÃ¡n | dom | elas,1,False
interviews (train),BERTIN (RoBERTa-es),ahorrando,Ġahor | rando,1,False
interviews (train),BERTIN (RoBERTa-es),ajetreos,Ġaje | tre | os,1,False
interviews (train),BERTIN (RoBERTa-es),ajá,Ġaj | Ã¡,1,False
interviews (train),BERTIN (RoBERTa-es),alargado,Ġalar | gado,1,False
interviews (train),BERTIN (RoBERTa-es),alarmarse,Ġalar | m | arse,1,False
interviews (train),BERTIN (RoBERTa-es),alborotado,Ġalb | oro | tado,1,False
interviews (train),BERTIN (RoBERTa-es),alcancé,Ġalcan | cÃ©,1,False
interviews (train),BERTIN (RoBERTa-es),alcanzo,Ġalcan | zo,1,False
interviews (train),BERTIN (RoBERTa-es),alejo,Ġale | jo,1,False
interviews (train),BERTIN (RoBERTa-es),alejé,Ġalej | Ã©,1,False
interviews (train),BERTIN (RoBERTa-es),alimentara,Ġalimentar | a,1,False
interviews (train),BERTIN (RoBERTa-es),alimenticia,Ġalimenti | cia,1,False
interviews (train),BERTIN (RoBERTa-es),alimenticio,Ġalimenti | cio,1,False
interviews (train),BERTIN (RoBERTa-es),alisto,Ġal | isto,1,False
interviews (train),BERTIN (RoBERTa-es),aliviado,Ġaliv | iado,1,False
interviews (train),BERTIN (RoBERTa-es),almuerzos,Ġalm | uer | zos,1,False
interviews (train),BERTIN (RoBERTa-es),alteradas,Ġalter | adas,1,False
interviews (train),BERTIN (RoBERTa-es),alteró,Ġalter | Ã³,1,False
interviews (train),BERTIN (RoBERTa-es),amanezca,Ġaman | ezca,1,False
interviews (train),BERTIN (RoBERTa-es),amargado,Ġamar | gado,1,False
interviews (train),BERTIN (RoBERTa-es),amarme,Ġamar | me,1,False
interviews (train),BERTIN (RoBERTa-es),anemia,Ġan | emia,1,False
interviews (train),BERTIN (RoBERTa-es),angustiada,Ġangusti | ada,1,True
interviews (train),BERTIN (RoBERTa-es),angustiante,Ġangusti | ante,1,False
interviews (train),BERTIN (RoBERTa-es),angustie,Ġangus | tie,1,False
interviews (train),BERTIN (RoBERTa-es),anhela,Ġanhe | la,1,False
interviews (train),BERTIN (RoBERTa-es),ansiedade,Ġansiedad | e,1,False
interviews (train),BERTIN (RoBERTa-es),antepasado,Ġantepas | ado,1,False
interviews (train),BERTIN (RoBERTa-es),antojaban,Ġanto | jaban,1,False
interviews (train),BERTIN (RoBERTa-es),antojan,Ġanto | jan,1,False
interviews (train),BERTIN (RoBERTa-es),apagarla,Ġapagar | la,1,False
interviews (train),BERTIN (RoBERTa-es),apartada,Ġapar | tada,1,False
interviews (train),BERTIN (RoBERTa-es),apasionan,Ġapasion | an,1,False
interviews (train),BERTIN (RoBERTa-es),apegada,Ġape | gada,1,False
interviews (train),BERTIN (RoBERTa-es),apoyaba,Ġapoy | aba,1,False
interviews (train),BERTIN (RoBERTa-es),apoyarme,Ġapoyar | me,1,False
interviews (train),BERTIN (RoBERTa-es),apreciarlo,Ġapreci | arlo,1,False
interviews (train),BERTIN (RoBERTa-es),apresurarme,Ġapres | ur | arme,1,False
interviews (train),BERTIN (RoBERTa-es),apropien,Ġapro | pien,1,False
interviews (train),BERTIN (RoBERTa-es),aprovecharlas,Ġaprovechar | las,1,False
interviews (train),BERTIN (RoBERTa-es),aproveché,Ġaprovech | Ã©,1,False
interviews (train),BERTIN (RoBERTa-es),apurados,Ġap | ur | ados,1,False
interviews (train),BERTIN (RoBERTa-es),arepas,Ġare | pas,1,False
interviews (train),BERTIN (RoBERTa-es),arrancarme,Ġarrancar | me,1,False
interviews (train),BERTIN (RoBERTa-es),arreglarme,Ġarreglar | me,1,False
interviews (train),BERTIN (RoBERTa-es),arrepintiéndome,Ġarre | pin | ti | Ã©ndome,1,False
interviews (train),BERTIN (RoBERTa-es),arruiné,Ġarru | inÃ©,1,False
interviews (train),BERTIN (RoBERTa-es),asisto,Ġasis | to,1,False
interviews (train),BERTIN (RoBERTa-es),aspiro,Ġas | piro,1,False
interviews (train),BERTIN (RoBERTa-es),atareado,Ġatar | eado,1,False
interviews (train),BERTIN (RoBERTa-es),aterra,Ġa | terra,1,False
interviews (train),BERTIN (RoBERTa-es),aterraba,Ġa | terra | ba,1,False
interviews (train),BERTIN (RoBERTa-es),atormentado,Ġator | mentado,1,False
interviews (train),BERTIN (RoBERTa-es),atrasadas,Ġatras | adas,1,False
interviews (train),BERTIN (RoBERTa-es),atraso,Ġatras | o,1,False
interviews (train),BERTIN (RoBERTa-es),atrevería,Ġatrever | ÃŃa,1,False
interviews (train),BERTIN (RoBERTa-es),atribuyendo,Ġatribuy | endo,1,False
interviews (train),BERTIN (RoBERTa-es),aturden,Ġa | tur | den,1,False
interviews (train),BERTIN (RoBERTa-es),aturdo,Ġa | tur | do,1,False
interviews (train),BERTIN (RoBERTa-es),autocad,Ġauto | cad,1,False
interviews (train),BERTIN (RoBERTa-es),autohablo,Ġauto | h | ablo,1,False
interviews (train),BERTIN (RoBERTa-es),autolesionarme,Ġauto | les | ionar | me,1,False
interviews (train),BERTIN (RoBERTa-es),autorreflexión,Ġautor | ref | lexiÃ³n,1,False
interviews (train),BERTIN (RoBERTa-es),autosabotearme,Ġautos | abo | te | arme,1,False
interviews (train),BERTIN (RoBERTa-es),autovaloración,Ġauto | val | oraciÃ³n,1,False
interviews (train),BERTIN (RoBERTa-es),avanzo,Ġavan | zo,1,False
interviews (train),BERTIN (RoBERTa-es),ayudara,Ġayud | ara,1,False
interviews (train),BERTIN (RoBERTa-es),ayudarlos,Ġayudar | los,1,False
interviews (train),BERTIN (RoBERTa-es),ayunos,Ġay | unos,1,False
interviews (train),BERTIN (RoBERTa-es),azucarados,Ġazucar | ados,1,False
interviews (train),BERTIN (RoBERTa-es),bacanos,Ġbac | anos,1,False
interviews (train),BERTIN (RoBERTa-es),bajen,Ġbaj | en,1,False
interviews (train),BERTIN (RoBERTa-es),bajita,Ġbaj | ita,1,False
interviews (train),BERTIN (RoBERTa-es),bajoneada,Ġbaj | one | ada,1,False
interviews (train),BERTIN (RoBERTa-es),bajoneado,Ġbaj | one | ado,1,False
interviews (train),BERTIN (RoBERTa-es),bajándolo,Ġbaj | Ã¡ndolo,1,False
interviews (train),BERTIN (RoBERTa-es),bandidos,Ġband | idos,1,False
interviews (train),BERTIN (RoBERTa-es),bañar,Ġba | Ã±ar,1,False
interviews (train),BERTIN (RoBERTa-es),bañarme,Ġba | Ã±ar | me,1,False
interviews (train),BERTIN (RoBERTa-es),becada,Ġbec | ada,1,False
interviews (train),BERTIN (RoBERTa-es),bendiciones,Ġbend | iciones,1,False
interviews (train),BERTIN (RoBERTa-es),bendijo,Ġbend | ijo,1,False
interviews (train),BERTIN (RoBERTa-es),biomédica,ĠbiomÃ© | dica,1,False
interviews (train),BERTIN (RoBERTa-es),bloqueó,Ġbloque | Ã³,1,False
interviews (train),BERTIN (RoBERTa-es),brindado,Ġbrind | ado,1,False
interviews (train),BERTIN (RoBERTa-es),brusco,Ġbrus | co,1,False
interviews (train),BERTIN (RoBERTa-es),bruscos,Ġbrus | cos,1,False
interviews (train),BERTIN (RoBERTa-es),calculo,Ġcal | culo,1,False
interviews (train),BERTIN (RoBERTa-es),calificativo,Ġcalifica | tivo,1,False
interviews (train),BERTIN (RoBERTa-es),calmadamente,Ġcal | madamente,1,False
interviews (train),BERTIN (RoBERTa-es),calmado,Ġcal | mado,1,False
interviews (train),BERTIN (RoBERTa-es),calmos,Ġcal | mos,1,False
interviews (train),BERTIN (RoBERTa-es),cansadas,Ġcans | adas,1,True
interviews (train),BERTIN (RoBERTa-es),cansadísimo,Ġcans | adÃŃsimo,1,False
interviews (train),BERTIN (RoBERTa-es),cansando,Ġcans | ando,1,False
interviews (train),BERTIN (RoBERTa-es),cansar,Ġcan | sar,1,False
interviews (train),BERTIN (RoBERTa-es),cansón,Ġcans | Ã³n,1,False
interviews (train),BERTIN (RoBERTa-es),causarme,Ġcaus | arme,1,False
interviews (train),BERTIN (RoBERTa-es),cause,Ġcaus | e,1,False
interviews (train),BERTIN (RoBERTa-es),caóticas,Ġca | Ã³ticas,1,False
interviews (train),BERTIN (RoBERTa-es),cenaba,Ġcen | aba,1,False
interviews (train),BERTIN (RoBERTa-es),ceno,Ġcen | o,1,False
interviews (train),BERTIN (RoBERTa-es),cerquita,Ġcer | quita,1,False
interviews (train),BERTIN (RoBERTa-es),cerramos,Ġcerr | amos,1,False
interviews (train),BERTIN (RoBERTa-es),cerré,Ġcerr | Ã©,1,False
interviews (train),BERTIN (RoBERTa-es),chao,Ġcha | o,1,False
interviews (train),BERTIN (RoBERTa-es),chatarras,Ġcha | tarras,1,False
interviews (train),BERTIN (RoBERTa-es),chocaba,Ġchoc | aba,1,False
interviews (train),BERTIN (RoBERTa-es),chucherías,Ġchu | ch | erÃŃas,1,False
interviews (train),BERTIN (RoBERTa-es),cierras,Ġcier | ras,1,False
interviews (train),BERTIN (RoBERTa-es),cogerme,Ġcoger | me,1,False
interviews (train),BERTIN (RoBERTa-es),cogitas,Ġcog | itas,1,False
interviews (train),BERTIN (RoBERTa-es),cogí,Ġcog | ÃŃ,1,False
interviews (train),BERTIN (RoBERTa-es),colapsada,Ġcolap | sada,1,False
interviews (train),BERTIN (RoBERTa-es),colapsan,Ġcolap | san,1,False
interviews (train),BERTIN (RoBERTa-es),coloco,Ġcol | oco,1,False
interviews (train),BERTIN (RoBERTa-es),coloquialmente,Ġcolo | qui | almente,1,False
interviews (train),BERTIN (RoBERTa-es),combato,Ġcomba | to,1,False
interviews (train),BERTIN (RoBERTa-es),comente,Ġcom | ente,1,False
interviews (train),BERTIN (RoBERTa-es),comerme,Ġcomer | me,1,False
interviews (train),BERTIN (RoBERTa-es),cometemos,Ġcomete | mos,1,False
interviews (train),BERTIN (RoBERTa-es),cometí,Ġcom | et | ÃŃ,1,False
interviews (train),BERTIN (RoBERTa-es),comiéndome,Ġcom | iÃ©n | dome,1,False
interviews (train),BERTIN (RoBERTa-es),comparaban,Ġcompar | aban,1,False
interviews (train),BERTIN (RoBERTa-es),compartí,Ġcompar | tÃŃ,1,False
interviews (train),BERTIN (RoBERTa-es),comprarme,Ġcomprar | me,1,False
interviews (train),BERTIN (RoBERTa-es),comprenda,Ġcompr | enda,1,False
interviews (train),BERTIN (RoBERTa-es),comprensiva,Ġcomprens | iva,1,False
interviews (train),BERTIN (RoBERTa-es),computadores,Ġcomput | adores,1,False
interviews (train),BERTIN (RoBERTa-es),concentrada,Ġconcentr | ada,1,False
interviews (train),BERTIN (RoBERTa-es),concentré,Ġconcentr | Ã©,1,True
interviews (train),BERTIN (RoBERTa-es),conduzca,Ġcondu | zca,1,False
interviews (train),BERTIN (RoBERTa-es),conectando,Ġconec | tando,1,False
interviews (train),BERTIN (RoBERTa-es),confabulados,Ġconf | abul | ados,1,False
interviews (train),BERTIN (RoBERTa-es),confidente,Ġconf | idente,1,False
interviews (train),BERTIN (RoBERTa-es),confusiones,Ġconf | usiones,1,False
interviews (train),BERTIN (RoBERTa-es),congeniar,Ġcon | gen | iar,1,False
interviews (train),BERTIN (RoBERTa-es),conllevó,Ġconllev | Ã³,1,False
interviews (train),BERTIN (RoBERTa-es),conscientemente,Ġcons | cientemente,1,False
interviews (train),BERTIN (RoBERTa-es),consecuentes,Ġconsecu | entes,1,False
interviews (train),BERTIN (RoBERTa-es),consideré,Ġconsider | Ã©,1,False
interviews (train),BERTIN (RoBERTa-es),consolar,Ġconsol | ar,1,False
interviews (train),BERTIN (RoBERTa-es),consolarme,Ġconsol | arme,1,False
interviews (train),BERTIN (RoBERTa-es),contarle,Ġcontar | le,1,False
interviews (train),BERTIN (RoBERTa-es),contarles,Ġcontar | les,1,False
interviews (train),BERTIN (RoBERTa-es),conteste,Ġcontes | te,1,False
interviews (train),BERTIN (RoBERTa-es),contextualizar,Ġcontextu | alizar,1,False
interviews (train),BERTIN (RoBERTa-es),continúo,ĠcontinÃº | o,1,False
interviews (train),BERTIN (RoBERTa-es),contraparte,Ġcontra | parte,1,False
interviews (train),BERTIN (RoBERTa-es),controlarlo,Ġcontrol | arlo,1,False
interviews (train),BERTIN (RoBERTa-es),conversador,Ġconvers | ador,1,False
interviews (train),BERTIN (RoBERTa-es),convierto,Ġconv | ierto,1,False
interviews (train),BERTIN (RoBERTa-es),conviví,Ġconviv | ÃŃ,1,False
interviews (train),BERTIN (RoBERTa-es),cornetos,Ġcorne | tos,1,False
interviews (train),BERTIN (RoBERTa-es),correspondían,Ġcorrespond | ÃŃan,1,False
interviews (train),BERTIN (RoBERTa-es),corté,Ġcor | tÃ©,1,False
interviews (train),BERTIN (RoBERTa-es),costándome,Ġcos | tÃ¡n | dome,1,False
interviews (train),BERTIN (RoBERTa-es),cotidianamente,Ġcotidi | anamente,1,False
interviews (train),BERTIN (RoBERTa-es),creerlo,Ġcreer | lo,1,False
interviews (train),BERTIN (RoBERTa-es),creerme,Ġcreer | me,1,False
interviews (train),BERTIN (RoBERTa-es),creerías,Ġcreer | ÃŃas,1,False
interviews (train),BERTIN (RoBERTa-es),crio,Ġcr | io,1,False
interviews (train),BERTIN (RoBERTa-es),crudamente,Ġcrud | amente,1,False
interviews (train),BERTIN (RoBERTa-es),cuadrando,Ġcuadr | ando,1,False
interviews (train),BERTIN (RoBERTa-es),cuatrocientos,Ġcuatro | cientos,1,False
interviews (train),BERTIN (RoBERTa-es),cubrirlo,Ġcubrir | lo,1,False
interviews (train),BERTIN (RoBERTa-es),cuestionable,Ġcuestion | able,1,False
interviews (train),BERTIN (RoBERTa-es),cuestionarme,Ġcuestion | arme,1,False
interviews (train),BERTIN (RoBERTa-es),cuestionó,Ġcuestion | Ã³,1,False
interviews (train),BERTIN (RoBERTa-es),culminando,Ġculmin | ando,1,False
interviews (train),BERTIN (RoBERTa-es),culminaré,Ġculminar | Ã©,1,False
interviews (train),BERTIN (RoBERTa-es),dañó,ĠdaÃ± | Ã³,1,False
interviews (train),BERTIN (RoBERTa-es),debas,Ġdeb | as,1,False
interviews (train),BERTIN (RoBERTa-es),debatiendo,Ġdeba | tiendo,1,False
interviews (train),BERTIN (RoBERTa-es),decayendo,Ġdeca | yendo,1,False
interviews (train),BERTIN (RoBERTa-es),decepcionen,Ġdecepcion | en,1,False
interviews (train),BERTIN (RoBERTa-es),decidieran,Ġdecid | ieran,1,False
interviews (train),BERTIN (RoBERTa-es),decidiéramos,Ġdecidi | Ã©ramos,1,False
interviews (train),BERTIN (RoBERTa-es),defraudado,Ġdefraud | ado,1,False
interviews (train),BERTIN (RoBERTa-es),dejarlas,Ġdejar | las,1,False
interviews (train),BERTIN (RoBERTa-es),dejarlos,Ġdejar | los,1,False
interviews (train),BERTIN (RoBERTa-es),demorar,Ġdem | orar,1,False
interviews (train),BERTIN (RoBERTa-es),demostré,Ġdemostr | Ã©,1,False
interviews (train),BERTIN (RoBERTa-es),dependo,Ġdep | endo,1,False
interviews (train),BERTIN (RoBERTa-es),depresiva,Ġdepres | iva,1,False
interviews (train),BERTIN (RoBERTa-es),deprime,Ġdeprim | e,1,False
interviews (train),BERTIN (RoBERTa-es),derrumba,Ġderrum | ba,1,False
interviews (train),BERTIN (RoBERTa-es),desagrado,Ġdesa | grado,1,False
interviews (train),BERTIN (RoBERTa-es),desahogarme,Ġdesa | hogar | me,1,False
interviews (train),BERTIN (RoBERTa-es),desarrollándome,Ġdesarroll | Ã¡ndome,1,False
interviews (train),BERTIN (RoBERTa-es),desayunaba,Ġdesayun | aba,1,False
interviews (train),BERTIN (RoBERTa-es),desbalanceado,Ġdes | bal | ance | ado,1,False
interviews (train),BERTIN (RoBERTa-es),desbalances,Ġdes | bal | ances,1,False
interviews (train),BERTIN (RoBERTa-es),descansaba,Ġdescans | aba,1,False
interviews (train),BERTIN (RoBERTa-es),descansado,Ġdescan | sado,1,False
interviews (train),BERTIN (RoBERTa-es),descargarlo,Ġdescargar | lo,1,False
interviews (train),BERTIN (RoBERTa-es),desconcentro,Ġdescon | centro,1,False
interviews (train),BERTIN (RoBERTa-es),desconectarme,Ġdesconectar | me,1,False
interviews (train),BERTIN (RoBERTa-es),desconecté,Ġdesconec | tÃ©,1,False
interviews (train),BERTIN (RoBERTa-es),descuidado,Ġdescu | idado,1,False
interviews (train),BERTIN (RoBERTa-es),desespero,Ġdeses | pero,1,False
interviews (train),BERTIN (RoBERTa-es),desestresarme,Ġdeses | tres | arme,1,False
interviews (train),BERTIN (RoBERTa-es),desestrese,Ġdes | estr | ese,1,False
interviews (train),BERTIN (RoBERTa-es),desgasta,Ġdesg | asta,1,False
interviews (train),BERTIN (RoBERTa-es),desgastaba,Ġdesg | asta | ba,1,False
interviews (train),BERTIN (RoBERTa-es),desgastado,Ġdesgas | tado,1,False
interviews (train),BERTIN (RoBERTa-es),desgastando,Ġdesgas | tando,1,False
interviews (train),BERTIN (RoBERTa-es),desistir,Ġdes | istir,1,False
interviews (train),BERTIN (RoBERTa-es),desmotivada,Ġdes | mo | tiv | ada,1,True
interviews (train),BERTIN (RoBERTa-es),desocupe,Ġdes | ocu | pe,1,False
interviews (train),BERTIN (RoBERTa-es),desocupé,Ġdes | ocu | pÃ©,1,False
interviews (train),BERTIN (RoBERTa-es),desordenado,Ġdes | ord | enado,1,False
interviews (train),BERTIN (RoBERTa-es),desorientada,Ġdesor | ien | tada,1,False
interviews (train),BERTIN (RoBERTa-es),despejada,Ġdespe | jada,1,False
interviews (train),BERTIN (RoBERTa-es),despejando,Ġdespe | jando,1,False
interviews (train),BERTIN (RoBERTa-es),despeje,Ġdespe | je,1,False
interviews (train),BERTIN (RoBERTa-es),despejo,Ġdespe | jo,1,False
interviews (train),BERTIN (RoBERTa-es),despejándome,Ġdespe | j | Ã¡ndome,1,False
interviews (train),BERTIN (RoBERTa-es),desperdiciando,Ġdesperd | ici | ando,1,False
interviews (train),BERTIN (RoBERTa-es),despreocupado,Ġdespre | ocu | pado,1,False
interviews (train),BERTIN (RoBERTa-es),desregulado,Ġdes | reg | ulado,1,False
interviews (train),BERTIN (RoBERTa-es),destruyó,Ġdestruy | Ã³,1,False
interviews (train),BERTIN (RoBERTa-es),desubicada,Ġdes | ub | icada,1,False
interviews (train),BERTIN (RoBERTa-es),desvíe,Ġdesv | ÃŃe,1,False
interviews (train),BERTIN (RoBERTa-es),detengo,Ġdeten | go,1,False
interviews (train),BERTIN (RoBERTa-es),diagnosticaron,Ġdiagnostic | aron,1,False
interviews (train),BERTIN (RoBERTa-es),dificultado,Ġdificul | tado,1,False
interviews (train),BERTIN (RoBERTa-es),digiero,Ġdig | iero,1,False
interviews (train),BERTIN (RoBERTa-es),dijeras,Ġdi | jeras,1,False
interviews (train),BERTIN (RoBERTa-es),dirían,Ġdir | ÃŃan,1,False
interviews (train),BERTIN (RoBERTa-es),disciplinada,Ġdiscipl | inada,1,False
interviews (train),BERTIN (RoBERTa-es),disciplinadamente,Ġdiscipl | in | adamente,1,False
interviews (train),BERTIN (RoBERTa-es),disculpado,Ġdiscul | pado,1,False
interviews (train),BERTIN (RoBERTa-es),discuto,Ġdiscu | to,1,False
interviews (train),BERTIN (RoBERTa-es),disfuncional,Ġdis | fun | cional,1,False
interviews (train),BERTIN (RoBERTa-es),disipar,Ġdis | ipar,1,False
interviews (train),BERTIN (RoBERTa-es),disminuya,Ġdismin | uya,1,False
interviews (train),BERTIN (RoBERTa-es),dismorfia,Ġdis | mor | fia,1,False
interviews (train),BERTIN (RoBERTa-es),disolvimos,Ġdis | olv | imos,1,False
interviews (train),BERTIN (RoBERTa-es),dispersa,Ġdisper | sa,1,False
